===База данных gkh-inform74

== Структура таблицы streets8

|------
|Столбец|Тип|Null|По умолчанию
|------
|**concat**|varchar(50)|Да|NULL
|geo|varchar(25)|Да|NULL
|priority|tinyint(1)|Нет|1
|//**id**//|int(11)|Нет|
== Дамп данных таблицы streets8

|улица Самохина, 27|55.168871, 61.5472|1|35360
|улица Самохина, 27А|55.168953, 61.547667|1|35361
|улица Самохина, 27Б|55.168964, 61.54747|1|35362
|улица Самохина, 28|55.168552, 61.542349|1|35363
|улица Самохина, 29А|55.168629, 61.546482|1|35364
|улица Самохина, 29Б|55.168753, 61.546742|1|35365
|улица Самохина, 29В|55.168722, 61.54694|1|35366
|улица Самохина, 2А|55.169683, 61.54835|1|35367
|улица Самохина, 2Б|55.16974, 61.548593|1|35368
|улица Самохина, 2В|55.170234, 61.547937|1|35369
|улица Самохина, 3|55.169611, 61.553255|1|35370
|улица Самохина, 30|55.168367, 61.542251|1|35371
|улица Самохина, 31|55.168336, 61.545889|1|35372
|улица Самохина, 32|55.168367, 61.542026|1|35373
|улица Самохина, 33|55.168269, 61.545619|1|35374
|улица Самохина, 34|55.168275, 61.541748|1|35375
|улица Самохина, 35|55.168156, 61.545224|1|35376
|улица Самохина, 36|55.168115, 61.541155|1|35377
|улица Самохина, 36А|55.168203, 61.54137|1|35378
|улица Самохина, 37|55.16811, 61.54499|1|35379
|улица Самохина, 38|55.168069, 61.540885|1|35380
|улица Самохина, 39|55.168033, 61.544622|1|35381
|улица Самохина, 3А|55.16937, 61.553776|1|35382
|улица Самохина, 3Б|55.169262, 61.554037|1|35383
|улица Самохина, 4|55.169545, 61.547721|1|35384
|улица Самохина, 41|55.167956, 61.544487|1|35385
|улица Самохина, 41А|55.167889, 61.54402|1|35386
|улица Самохина, 41Б|55.167606, 61.544263|1|35387
|улица Самохина, 43|55.167796, 61.543517|1|35388
|улица Самохина, 43А|55.168167, 61.543409|1|35389
|улица Самохина, 44|55.166619, 61.535055|1|35390
|улица Самохина, 45|55.167781, 61.543239|1|35391
|улица Самохина, 45А|55.167534, 61.543526|1|35392
|улица Самохина, 46|55.166536, 61.534848|1|35393
|улица Самохина, 47|55.167683, 61.543077|1|35394
|улица Самохина, 48|55.16648, 61.534588|1|35395
|улица Самохина, 4А|55.169498, 61.547452|1|35396
|улица Самохина, 5|55.169581, 61.552976|1|35397
|улица Самохина, 50А|55.16648, 61.533591|1|35398
|улица Самохина, 51|55.167642, 61.542313|1|35399
|улица Самохина, 51А|55.167663, 61.54261|1|35400
|улица Самохина, 52|55.16611, 61.533573|1|35401
|улица Самохина, 52А|55.166341, 61.533115|1|35402
|улица Самохина, 53|55.168722, 61.542475|1|35403
|улица Самохина, 53А|55.167591, 61.541757|1|35404
|улица Самохина, 54|55.165996, 61.533142|1|35405
|улица Самохина, 55|55.167519, 61.54137|1|35406
|улица Самохина, 56|55.168876, 61.542313|1|35407
|улица Самохина, 60|55.165261, 61.530833|1|35408
|улица Самохина, 62|55.165148, 61.530528|1|35409
|улица Самохина, 64|55.165091, 61.530366|1|35410
|улица Самохина, 66|55.16504, 61.530159|1|35411
|улица Самохина, 68|55.164989, 61.529998|1|35412
|улица Самохина, 7|55.169514, 61.552626|1|35413
|улица Самохина, 72|55.164824, 61.529414|1|35414
|улица Самохина, 74|55.165061, 61.52918|1|35415
|улица Самохина, 7Б|55.169267, 61.552985|1|35416
|улица Самохина, 8|55.169411, 61.547039|1|35417
|улица Самохина, 9|55.169467, 61.551827|1|35418
|улица Самохина, 9А|55.169488, 61.552411|1|35419
|улица Самохина, 9Б|55.169431, 61.552078|1|35420
|улица Самохина, 9Г|55.169205, 61.552213|1|35421
|улица Свободы, 10|55.168984, 61.410603|1|35422
|улица Свободы, 100|55.148549, 61.415687|1|35423
|улица Свободы, 100А|55.147819, 61.414663|1|35424
|улица Свободы, 102|55.147634, 61.416046|1|35425
|улица Свободы, 102А|55.147088, 61.416172|1|35426
|улица Свободы, 104|55.146579, 61.41593|1|35427
|улица Свободы, 104А|55.14681, 61.414986|1|35428
|улица Свободы, 104Б|55.146296, 61.414492|1|35429
|улица Свободы, 106|55.146028, 61.415678|1|35430
|улица Свободы, 106Б|55.145612, 61.415229|1|35431
|улица Свободы, 106Б/1|55.14537, 61.415867|1|35432
|улица Свободы, 108|55.145102, 61.415148|1|35433
|улица Свободы, 108А|55.144541, 61.414771|1|35434
|улица Свободы, 110|55.144048, 61.414663|1|35435
|улица Свободы, 110Б|55.143368, 61.414465|1|35436
|улица Свободы, 12|55.16883, 61.410531|1|35437
|улица Свободы, 139|55.159995, 61.412121|1|35438
|улица Свободы, 14|55.168604, 61.410513|1|35439
|улица Свободы, 141|55.159311, 61.412732|1|35440
|улица Свободы, 141А|55.159537, 61.413747|1|35441
|улица Свободы, 145|55.15786, 61.413279|1|35442
|улица Свободы, 145А|55.15714, 61.414852|1|35443
|улица Свободы, 147|55.156724, 61.413818|1|35444
|улица Свободы, 147А|55.156898, 61.414591|1|35445
|улица Свободы, 149|55.156271, 61.413989|1|35446
|улица Свободы, 151|55.155242, 61.414357|1|35447
|улица Свободы, 151А|55.154656, 61.414618|1|35448
|улица Свободы, 153|55.154851, 61.41504|1|35449
|улица Свободы, 153А|55.154543, 61.415444|1|35450
|улица Свободы, 155|55.153118, 61.415444|1|35451
|улица Свободы, 155А|55.153236, 61.41663|1|35452
|улица Свободы, 155Б|55.152505, 61.416037|1|35453
|улица Свободы, 155В|55.152922, 61.415974|1|35454
|улица Свободы, 155Г|55.153375, 61.415822|1|35455
|улица Свободы, 155к1|55.154321, 61.416163|1|35456
|улица Свободы, 155К2|55.153992, 61.415687|1|35457
|улица Свободы, 155к3|55.154671, 61.416001|1|35458
|улица Свободы, 157|55.151976, 61.415534|1|35459
|улица Свободы, 157А|55.151621, 61.416343|1|35460
|улица Свободы, 159|55.151096, 61.415849|1|35461
|улица Свободы, 16|55.168074, 61.41054|1|35462
|улица Свободы, 161|55.14947, 61.416621|1|35463
|улица Свободы, 163|55.148066, 61.417178|1|35464
|улица Свободы, 165|55.147526, 61.418265|1|35465
|улица Свободы, 167|55.14678, 61.418166|1|35466
|улица Свободы, 169|55.146949, 61.417502|1|35467
|улица Свободы, 171|55.146255, 61.417924|1|35468
|улица Свободы, 173|55.145643, 61.41681|1|35469
|улица Свободы, 175|55.145221, 61.416451|1|35470
|улица Свободы, 179|55.144186, 61.416244|1|35471
|улица Свободы, 179А|55.143955, 61.416711|1|35472
|улица Свободы, 185|55.143111, 61.415687|1|35473
|улица Свободы, 185А|55.142725, 61.41522|1|35474
|улица Свободы, 20|55.167447, 61.410171|1|35475
|улица Свободы, 22|55.167102, 61.410594|1|35476
|улица Свободы, 24|55.166953, 61.410513|1|35477
|улица Свободы, 26|55.166696, 61.410315|1|35478
|улица Свободы, 2к1|55.17391, 61.410594|1|35479
|улица Свободы, 2к2|55.173617, 61.410477|1|35480
|улица Свободы, 2к8|55.173771, 61.409525|1|35481
|улица Свободы, 30|55.166248, 61.410396|1|35482
|улица Свободы, 32|55.165914, 61.410576|1|35483
|улица Свободы, 40|55.164742, 61.410243|1|35484
|улица Свободы, 44|55.164171, 61.410764|1|35485
|улица Свободы, 44А|55.164433, 61.410108|1|35486
|улица Свободы, 60|55.162674, 61.410827|1|35487
|улица Свободы, 62|55.162026, 61.41098|1|35488
|улица Свободы, 65|55.168665, 61.411546|1|35489
|улица Свободы, 65/1|55.169, 61.411456|1|35490
|улица Свободы, 66|55.161363, 61.411025|1|35491
|улица Свободы, 68|55.16018, 61.411088|1|35492
|улица Свободы, 70|55.159861, 61.411124|1|35493
|улица Свободы, 70А|55.15965, 61.411079|1|35494
|улица Свободы, 72|55.159306, 61.411384|1|35495
|улица Свободы, 72А|55.158838, 61.41054|1|35496
|улица Свободы, 74|55.158786, 61.41168|1|35497
|улица Свободы, 76|55.158071, 61.41213|1|35498
|улица Свободы, 77|55.167287, 61.411869|1|35499
|улица Свободы, 78|55.157706, 61.412282|1|35500
|улица Свободы, 8|55.169437, 61.410647|1|35501
|улица Свободы, 80|55.15715, 61.412507|1|35502
|улица Свободы, 82|55.156194, 61.412938|1|35503
|улица Свободы, 82А|55.156384, 61.412076|1|35504
|улица Свободы, 83|55.165133, 61.411743|1|35505
|улица Свободы, 84|55.155335, 61.413262|1|35506
|улица Свободы, 84А|55.155052, 61.412687|1|35507
|улица Свободы, 85А|55.166516, 61.412327|1|35508
|улица Свободы, 86|55.154779, 61.413468|1|35509
|улица Свободы, 86А|55.154753, 61.412758|1|35510
|улица Свободы, 86Б|55.154568, 61.412848|1|35511
|улица Свободы, 88|55.153966, 61.41363|1|35512
|улица Свободы, 88А|55.154296, 61.412956|1|35513
|улица Свободы, 88Б|55.154342, 61.412255|1|35514
|улица Свободы, 88Г|55.153756, 61.41239|1|35515
|улица Свободы, 88Д|55.153097, 61.413827|1|35516
|улица Свободы, 8А/1|55.168784, 61.409228|1|35517
|улица Свободы, 90|55.152675, 61.41416|1|35518
|улица Свободы, 90А|55.152331, 61.413199|1|35519
|улица Свободы, 91|55.163651, 61.412534|1|35520
|улица Свободы, 91к1А|55.163389, 61.413154|1|35521
|улица Свободы, 91к1Б|55.163687, 61.4131|1|35522
|улица Свободы, 91к2А|55.163353, 61.412031|1|35523
|улица Свободы, 91к2Б|55.163646, 61.412013|1|35524
|улица Свободы, 91к3А|55.163374, 61.412552|1|35525
|улица Свободы, 92|55.151996, 61.414456|1|35526
|улица Свободы, 92А|55.151744, 61.413621|1|35527
|улица Свободы, 92Б|55.151621, 61.412444|1|35528
|улица Свободы, 93|55.162813, 61.412004|1|35529
|улица Свободы, 94|55.151353, 61.414654|1|35530
|улица Свободы, 94А|55.151183, 61.413306|1|35531
|улица Свободы, 95|55.162422, 61.412013|1|35532
|улица Свободы, 96|55.150849, 61.41487|1|35533
|улица Свободы, 97|55.161985, 61.412103|1|35534
|улица Свободы, 98|55.149578, 61.415274|1|35535
|улица Свободы, 98А|55.149141, 61.414501|1|35536
|улица Связи, 10|55.129391, 61.396355|1|35537
|улица Связи, 11|55.129262, 61.395771|1|35538
|улица Связи, 12|55.129401, 61.396194|1|35539
|улица Связи, 13|55.129391, 61.395412|1|35540
|улица Связи, 14|55.129458, 61.39605|1|35541
|улица Связи, 16|55.129602, 61.395448|1|35542
|улица Связи, 18|55.129689, 61.395151|1|35543
|улица Связи, 2|55.128974, 61.39755|1|35544
|улица Связи, 26|55.130153, 61.393606|1|35545
|улица Связи, 2А|55.128856, 61.397927|1|35546
|улица Связи, 2Б|55.128665, 61.398556|1|35547
|улица Связи, 4|55.12919, 61.396993|1|35548
|улица Связи, 6|55.129242, 61.396706|1|35549
|улица Связи, 8|55.129329, 61.396508|1|35550
|улица Северный Луч, 12/1|55.217871, 61.432872|1|35551
|улица Северный Луч, 18|55.219165, 61.430042|1|35552
|улица Северный Луч, 1А|55.214707, 61.433492|1|35553
|улица Северный Луч, 1Ас1|55.215344, 61.433572|1|35554
|улица Северный Луч, 1Б|55.21502, 61.435225|1|35555
|улица Северный Луч, 1В|55.214815, 61.43624|1|35556
|улица Северный Луч, 1Вс2|55.214096, 61.436285|1|35557
|улица Северный Луч, 20|55.219232, 61.429072|1|35558
|улица Северный Луч, 27|55.218579, 61.422909|1|35559
|улица Северный Луч, 2Д|55.21802, 61.424715|1|35560
|улица Северный Луч, 2Ж|55.218852, 61.421176|1|35561
|улица Северный Луч, 3|55.215123, 61.429817|1|35562
|улица Северный Луч, 45соор1|55.218841, 61.416298|1|35563
|улица Северный Луч, 47|55.218954, 61.416064|1|35564
|улица Северный Луч, 9|55.217408, 61.430276|1|35565
|улица Северо-Западная Околица, 13А|55.181071, 61.263944|1|35566
|улица Седовцев, 1|55.12796, 61.449535|1|35567
|улица Седовцев, 10|55.127538, 61.448188|1|35568
|улица Седовцев, 101|55.12429, 61.424212|1|35569
|улица Седовцев, 103|55.12431, 61.42396|1|35570
|улица Седовцев, 105|55.124279, 61.423601|1|35571
|улица Седовцев, 107|55.124295, 61.423251|1|35572
|улица Седовцев, 109|55.124269, 61.422784|1|35573
|улица Седовцев, 11|55.127095, 61.447999|1|35574
|улица Седовцев, 111|55.124249, 61.422397|1|35575
|улица Седовцев, 113|55.124228, 61.422038|1|35576
|улица Седовцев, 115|55.124218, 61.421733|1|35577
|улица Седовцев, 117|55.124197, 61.421427|1|35578
|улица Седовцев, 119|55.124176, 61.421113|1|35579
|улица Седовцев, 12|55.127394, 61.447981|1|35580
|улица Седовцев, 121|55.124171, 61.420834|1|35581
|улица Седовцев, 123|55.124146, 61.420403|1|35582
